4.887488329988539659e-01;7.752084791477313885e-01;7.806966188992616740e-01;6.898161304507843816e-01;2.366077120104534970e-01;7.691532398640844592e-01;7.475538334913048866e-01;1.418712836397799659e-01;4.839527469700521944e-02;2.612177043046590708e-01;3.983977179158436632e-01;7.565911049500724239e-01;1.545879840301800368e-02;9.679187653437297811e-01;2.968409630932744570e-02;6.686337352061787476e-01;8.859697780890918306e-02;9.570512264176300743e-01;4.651974734675466960e-01;9.271239725294091460e-01;3.096398487986140591e-02;5.482372163014148647e-02;6.279750236364002314e-01;5.672173928151478250e-01;5.261906770002892086e-01;9.988260583553286720e-01;8.887953628727969235e-01;1.682002722539654993e-01;2.760398594022230867e-01;2.661313296082615798e-01;4.053857860318645923e-01;4.370870753136156805e-01;5.908820681218334148e-01;7.936736431562365635e-01;7.965582968335603864e-01;4.551187540031631507e-02;6.525715523947923646e-01;5.615778309844120519e-01;6.949635392137931689e-02;9.758431441496597802e-01
9.544897304378577862e-01;6.257629404694919906e-01;5.394016116768354241e-01;4.897990776856455675e-01;4.379112612992531739e-01;7.505194166899433750e-01;7.015536658909631296e-01;4.714296394816305247e-01;2.327393149978164155e-01;7.412614804352798403e-01;4.143889534741996838e-01;7.517073466719692565e-02;6.015230593176427165e-01;2.015151790265234943e-02;7.623572879274225222e-01;2.880918130577440062e-01;8.146168859403025708e-01;6.664130734641299236e-01;1.060391625024449391e-01;5.701605335467605506e-01;5.323058524435303474e-01;4.229393482955539074e-01;7.908629858776434762e-01;5.256565534005277485e-01;7.228923490051332168e-01;4.212385594247978204e-01;3.611292675319635048e-01;4.614809406853193074e-01;2.321334896489839483e-01;3.773598571857350592e-01;6.916498418815303362e-01;4.523434416786940027e-01;3.982995792053560802e-01;2.793599103403056061e-01;3.038441175106076919e-01;9.597361422700523281e-02;4.540965759817838787e-01;8.975789614983181730e-01;4.140394007148991973e-01;1.621648317443215026e-01
9.052375375038719252e-01;9.112989894547529612e-01;5.437852453809697284e-01;2.552366838908429747e-01;8.303700465757509752e-01;3.781369158579444001e-01;2.290200363775409809e-01;3.265443042381636074e-01;1.058221423643775916e-01;9.020169981135629511e-01;4.827414138244541242e-01;5.170215934121422663e-01;9.540467174980926668e-01;4.417270138897071430e-01;2.290850875426512223e-01;4.512844109416968008e-01;6.644005668998387293e-02;8.946344950394171658e-01;9.997978959820477129e-01;7.216786785562923079e-02;8.666059975456108511e-01;7.552450471506135798e-01;8.386343329926201351e-01;2.582006318145437795e-01;4.800189607315407114e-01;7.522648355431427181e-02;8.818462371093970242e-01;1.519695224835040381e-01;6.962596438361335904e-01;4.200832220550573259e-01;1.658552439873253181e-01;5.507317210606464952e-01;6.772911876676306342e-01;8.740990434112783092e-02;5.002756771388530144e-01;6.340553705917407745e-01;5.138898901021400345e-01;2.292716777595723565e-01;3.118883516115916743e-01;1.893538926337245965e-02
2.133956540480586028e-02;2.242051254869168453e-01;6.312615678776496431e-01;8.466895932018143611e-01;1.427110587156992239e-01;9.690271415863180859e-01;5.766671813861243834e-01;1.516387268366162777e-01;5.750291250676524690e-01;7.392979817546357912e-01;5.054481763036553499e-01;9.551276991122139570e-01;8.475491689053824551e-01;5.284391337215648132e-01;5.275043324640518172e-01;6.157042754969475062e-01;6.427102064332046449e-02;4.617199567287143536e-01;2.283242106159172335e-01;1.943097279819079315e-01;5.053820742008447997e-01;2.488983033991807314e-01;5.685641015851163882e-01;5.956281060859404120e-01;6.599333540187152236e-01;4.090913321973252970e-01;7.232076917780546621e-01;6.949521702921934718e-02;1.732071487314734703e-02;8.226022912340027471e-01;9.337846744948652411e-02;5.727271353328500236e-02;6.732643240114112304e-01;9.222451446477146764e-01;5.151785822455037245e-01;5.949548688781636230e-01;5.408522030887755738e-01;8.928304830345425991e-01;9.935129257958917881e-01;5.546791956487752140e-01
3.734905727190147573e-01;7.676783880640482005e-01;4.406750693711226630e-01;9.841895280622480202e-01;8.904416756696446056e-01;3.695482526362157127e-01;7.223991205576352215e-02;8.786139465954312389e-01;6.955569895320663498e-01;8.401076240991188770e-01;2.354122772002877895e-01;7.790059908880503370e-01;1.051109737845473679e-01;1.632330000363042544e-01;4.382813399977358859e-02;5.622011756523448422e-01;1.191370869344452466e-01;1.072631347697183823e-02;1.773166041497786782e-01;1.193306201713633108e-01;4.979362438653192058e-01;8.902041729423032512e-01;5.678033858740039186e-01;1.354540250298937876e-01;4.622032538635253429e-01;5.748368261834929660e-01;1.813770811473608413e-01;5.104559932008798651e-01;9.854728355528167283e-01;3.892338428730729438e-01;3.639254623061564109e-01;8.908381108957722505e-01;2.726807669387435462e-01;2.589154073638327835e-01;4.617250970984004832e-01;1.432125651316512593e-01;9.304750735665733297e-01;3.696521364006754018e-01;4.142959381445199263e-01;3.961812335411311059e-01
4.340505482924715830e-01;4.374497241031669592e-01;5.734748621814127478e-01;9.552666976035719681e-01;1.495895097182143862e-01;2.241663962935731558e-01;4.746964137530375050e-01;4.874330243720940148e-01;4.258258076738005160e-01;6.813640460186624059e-01;8.371256526376713580e-03;1.274444569977454256e-01;7.957193215782780715e-01;9.223516046150453951e-01;7.310094003913166771e-01;6.717205761273450371e-01;5.854323165637972393e-01;6.340302781005506816e-01;3.615344376931353132e-01;4.935950275147151789e-01;9.030727332828024645e-01;7.931680508677917407e-01;9.103559780394506751e-01;8.763790554073964678e-01;1.006774765666123006e-01;6.031210801119901710e-03;8.293789454766218316e-01;7.653729911636292238e-01;9.937200317466740040e-01;8.667367674840370517e-01;2.239780635696245747e-01;4.433959884216343017e-01;4.412087102755846146e-02;3.622214978486620884e-01;8.762953388375525066e-01;5.578719165815796410e-01;6.549337423213821285e-01;5.655415885174398527e-01;1.980277157874332783e-02;2.304603817504135010e-01
6.858946443927972370e-01;4.391758517912052184e-01;6.775180415676382850e-01;3.785191455079967016e-01;5.292678679088826943e-01;1.709828863326723347e-01;8.755664219049006380e-01;2.597832630645893204e-01;1.919277164359997068e-01;3.043145540785607839e-01;6.495468307691576459e-01;9.130101591325089361e-01;6.755783768189883576e-01;7.217649170895767963e-01;3.613943113594619838e-02;8.381781725912749170e-01;2.733894953033874087e-01;1.663543051184430688e-01;4.913081311123521644e-01;3.353857293515949411e-02;8.408668194742643376e-01;2.782271029063095868e-01;9.527264234632013551e-01;6.067252235562557994e-01;2.895659532516359214e-02;6.403421513705360724e-01;1.584203731915591051e-01;9.894847011258648406e-01;8.910404010494323845e-01;9.394554496650280306e-01;8.273663786019412880e-01;7.718484344926501706e-02;4.842438335172446484e-01;7.678852836472649379e-02;8.853771606830604934e-01;1.506298140249895390e-02;2.575768719616944313e-02;1.095453646223901734e-01;9.338926542558825261e-01;1.061306651435145465e-01
7.137064963117164540e-01;7.166363092348663200e-01;3.578868240522672384e-01;4.760829227185722212e-01;5.697961718022813704e-01;3.371645545876253980e-01;5.295078762023056607e-01;3.367581640007667465e-01;8.607547465362719308e-02;2.078388295377336936e-01;3.999791246737052219e-01;3.973872439599844819e-01;6.977817390923957142e-01;4.073025085702768333e-01;2.351405930484207207e-01;9.086211501291310277e-01;6.501783691135629706e-01;1.745674544983123466e-01;4.560935919276731809e-01;1.362706815681238304e-01;1.022791644637200958e-01;4.100109446088233689e-01;1.447493078036388159e-01;4.076152793641393268e-01;9.030738304371732639e-03;3.195994732877587285e-01;5.844996685047215701e-01;2.611569288718441628e-01;6.203607205050576390e-02;9.844921516160498598e-01;8.045979938497317407e-01;7.294763464256781571e-01;6.232167673852709866e-01;3.131298040424375095e-01;3.984923432088179895e-01;1.195999304587112011e-01;9.465429401744345217e-01;6.596883447030925662e-01;6.669793480021035670e-01;4.601589255297059422e-01
4.902906555196823168e-01;2.226583783274503903e-01;3.195006112671217036e-01;6.620994024959381274e-01;2.345661037179963548e-01;1.710017015510926219e-01;2.910143023897200365e-01;2.086130866586174415e-01;4.265454541568592939e-01;6.506191106742723607e-01;3.320238170282644452e-01;4.039467197896846606e-01;1.802277097334871181e-01;9.087843326647480069e-01;9.459677703683051497e-01;1.569242265130214031e-01;5.168163389654156781e-02;6.354341692019058740e-01;5.585644752614921105e-01;7.919531357065391353e-01;5.343657315546908038e-01;1.372941903577518108e-02;4.604129926669079387e-01;8.138911617455494296e-01;3.640348664847291582e-01;7.243541762871779088e-01;9.031140867913052261e-01;7.789994581593965295e-01;3.213734590481072129e-01;6.346932454970717341e-01;2.460931181491968767e-01;2.453969891401045489e-01;3.577023975876435502e-01;6.196705097587872357e-01;2.161241401034746934e-01;2.715906242429080297e-01;6.878628228196824734e-01;4.338972184426718171e-01;4.893393886701008499e-01;9.901752243768869866e-01
6.400725076107947054e-01;3.034976206088970674e-01;6.304634842933786176e-01;3.573521835678813430e-01;7.523808629502043432e-01;1.629363646138257682e-01;7.868650578603452184e-01;5.802285530790041168e-02;5.339645081025943263e-01;8.993288217324146849e-03;9.236779491450330948e-01;1.079516738824253252e-01;1.237689909080992301e-01;2.867715415313385474e-01;8.049165059633927033e-01;4.663388854020206198e-01;2.966938918217965071e-02;6.301234273812694742e-01;8.342103662213871118e-01;1.682550035226109131e-01;8.345909921657755914e-01;7.564448827062161262e-01;1.748734552129325159e-01;7.256585563097305291e-01;8.458392296010674993e-02;5.846871688101439313e-01;4.273145565330559448e-01;4.536534641107737853e-01;6.129394828678459417e-01;5.199688524341948836e-01;3.065666743265170746e-01;3.992724815023249718e-01;8.675873436178850318e-01;3.780484816972434770e-01;9.208657879662651702e-02;7.436772389687542617e-01;8.127223716300833178e-01;4.440308478524065405e-01;4.464486852505591408e-01;8.654775526908317085e-01
